"Random","ACHP","PHR","AWWGV","ALAP","ANPL","ARD","ADWR","PDMVG","ARL","AWWR","ADWV","PDMRG","Class"
"R2",33.1062858808159,67.0652160210705,1.09688242281933,1009.19810730495,5.01478416600973,15.9637157219395,1.18495965025386,19.3961890238622,20.8384378952316,2.84742482054725,0.223754205590882,41.2908252104382,"SA"
"R2",33.1041971483016,67.0775464418455,1.11398475348498,1009.21740415963,4.99718269737369,15.9591572382032,1.17880605733116,19.4163982345328,20.8300824847456,2.83926718051517,0.21165240056225,41.2738984737336,"SA"
"R1",34.5133548874699,54.5648712218107,1.15350143693808,1284.23772647056,5.00014037983323,16.2795661981444,1.70503836027365,18.3854214872793,19.734626471757,2.94457225111799,0.220564367597076,57.6493911278854,"SA"
"R2",33.1151256780654,67.0686199783881,1.11151376253803,1009.21892332696,4.9959514481618,15.9651410892126,1.20153782950241,19.4030242040188,20.8352556052293,2.84708712680678,0.226438743587633,41.3013579360209,"SA"
"R2",33.0955450040832,67.0717890183196,1.10260929737157,1009.23272256362,5.00248345414241,15.9601513823684,1.17224058312996,19.4151315029275,20.8360132013885,2.84573083238083,0.213987086326707,41.3079782577043,"SA"
"R3",36.2959207883527,45.5997010248646,1.38799236116679,981.480872729703,3.99631855171151,16.9960443720401,0.767292185295895,31.4048403720883,17.3235411584623,2.73557609438989,0.443096827712898,27.9107443837198,"SA"
"R3",36.2977532944479,45.5916515706235,1.37073257224813,981.468358934646,3.98675905798155,17.0091427845755,0.76908255215683,31.3893589823642,17.3376259091322,2.7512608479801,0.438186125241696,27.9129122167006,"SA"
"R3",36.3046076132924,45.6084438715257,1.37005090446889,981.464093652818,4.00530791648957,17.0150250287304,0.773306219908147,31.3956372331042,17.3284412344736,2.77003730857401,0.416766922987938,27.8947769587602,"SA"
"R2",33.1083679039888,67.0641427352328,1.11829383831975,1009.22913739829,4.98420338257069,15.9522864015642,1.18358406995913,19.4019902002432,20.8293548169469,2.8468511384281,0.205910791496246,41.3011238101152,"SA"
"R1",34.4982287359175,54.5668242239474,1.15035931330538,1284.24455996552,4.99584128785057,16.2764871695184,1.70465155291254,18.3988967928803,19.7200437798001,2.95062350859555,0.212135837142907,57.6245257409853,"SA"
"R3",36.3159077461715,45.6001958797186,1.37177547755799,981.485754464975,3.99971253739306,17.0110125882309,0.778140476998042,31.4078312671522,17.3102161864028,2.76753513137801,0.428759003102144,27.9274139713942,"SA"
"R2",33.1096004655338,67.0657529456367,1.10846764089487,1009.20998529928,4.99479827586359,15.9534537795013,1.19177768892708,19.4038769122379,20.8349080516941,2.84159177705063,0.22077954787196,41.2973263241797,"SA"
"R2",33.0836763709906,67.0715525083836,1.10054510545777,1009.23852892782,4.99713115539833,15.9621973306678,1.17859977588232,19.4091402049154,20.858210587819,2.85781868177787,0.22221447634918,41.3074087433092,"SA"
"R1",34.4981711437603,54.5602692159283,1.17259361797025,1284.25506503746,5.01104873230486,16.2657116141482,1.69396210060838,18.4006356086331,19.7397716988968,2.96099914144511,0.224304129532441,57.6218116700315,"SA"
"R1",34.4988148745594,54.5450689792888,1.16395513817513,1284.23559322379,5.00723516674793,16.2817046383807,1.71043685646588,18.4000910765187,19.7294593724645,2.94939766377934,0.201526099836238,57.6370176803977,"SA"
"R1",34.516784120567,54.5814729411951,1.16743037131554,1284.22905899858,5.00603294089539,16.2717022297351,1.70385059294314,18.4060036033561,19.7380925174552,2.95531815637133,0.227795925774752,57.6166974508789,"SA"
"R3",36.303221170513,45.59160525887,1.36435335987981,981.478587809963,4.00212556303697,16.9985434684659,0.798736597100996,31.4074626287006,17.3424562802437,2.76622238094128,0.41904359992541,27.9251640067568,"SA"
"R2",33.1111574107756,67.0657149772675,1.095691984338,1009.21163108467,5.01509284896169,15.9545003044014,1.18177296242639,19.4269792424012,20.8204000350718,2.86447719450483,0.228090664273742,41.3069118169753,"SA"
"R1",34.4928333276753,54.5786515603637,1.15360122735242,1284.24523856967,4.98943833838639,16.2731096630069,1.70915389378405,18.408422254131,19.726464025117,2.94042344549299,0.230278850711566,57.6464335229025,"SA"
"R2",33.1038128776302,67.0657823943775,1.11994488537111,1009.24495361317,5.01278218602582,15.9623183865026,1.17634161080799,19.3925606678085,20.8514038748982,2.84399976389937,0.220172594599097,41.30255031595,"SA"
"R1",34.5007068198952,54.5572460756302,1.15338579347788,1284.22236161507,4.99772163683431,16.2686604649174,1.70902719715715,18.4164757609501,19.741350555705,2.95113055511961,0.229587485535608,57.6239005414126,"SA"
"R2",33.1122555598505,67.0687886656206,1.1129868693901,1009.23338520223,5.00208692600479,15.9739530513914,1.18014677701833,19.4083102667701,20.8316131008455,2.83369795798752,0.224848847460546,41.3087686915076,"SA"
"R3",36.3002644924752,45.5935466326277,1.37072296940957,981.477928415406,3.98919422950535,16.9891248753596,0.773565385662373,31.4267933410306,17.3405432686769,2.76109755858078,0.430997289205915,27.9183497408021,"SA"
"R3",36.3012176950048,45.6075461932707,1.3722782755395,981.469542710758,4.00668857291736,16.9950113412837,0.780046521349013,31.3877410472505,17.3275169748183,2.76739312809986,0.437895002956328,27.9271231751728,"SA"
"R1",34.4913769482982,54.5737465493088,1.16680649817965,1284.22806454128,5.00204612689086,16.2875597148432,1.69314364909309,18.4059164578865,19.7383028149068,2.94497969559997,0.221743046679914,57.6276774480755,"SA"
"R1",34.4980431256254,54.5380441470769,1.16527171313101,1284.23555990821,5.0076298364537,16.2740687256218,1.72129844254808,18.3932961329484,19.7433034432346,2.95729228088018,0.203458495211137,57.6283732221992,"SA"
"R2",33.1033673992585,67.0609682231095,1.10399510057541,1009.2289912437,4.99481804426959,15.9676698344505,1.15511216898665,19.3919477633496,20.8577812961965,2.86889504807687,0.216519875173346,41.3194613941921,"SA"
"R2",33.115749289571,67.0554188868132,1.10344295547506,1009.22968278185,5.00156784832856,15.9559706552886,1.18713075346426,19.3892633032935,20.8444754737755,2.84426613934987,0.226740122152308,41.2981233701,"SA"
"R2",33.0963883988941,67.0847427442727,1.10517683696562,1009.22641355567,4.99688157403466,15.9544671430517,1.1778173462082,19.3892214366379,20.8365331624576,2.82669940618077,0.217295778489677,41.3004673848867,"SA"
"R3",36.3171126606125,45.5778217916526,1.36777647668341,981.476559542858,3.99689449226501,16.9953228220589,0.766208965153104,31.407378973725,17.3306847966464,2.74790487958838,0.438234133969549,27.9180105453303,"SA"
"R2",33.0947771161977,67.0533337731155,1.10490174759144,1009.22763923411,4.98526420987943,15.9606183014014,1.16799228092086,19.3845290826699,20.8474349118557,2.82845856149624,0.227269233498812,41.2955369896363,"SA"
"R3",36.2959927960049,45.6006301597012,1.33762113672109,981.471488847974,4.00567421107914,17.0109244835772,0.758115736038567,31.4121947973556,17.3143542120942,2.77818838765329,0.453682790512913,27.9111895840259,"SA"
"R1",34.5032999257481,54.5498934273702,1.16300917816593,1284.23406239745,5.00257771671778,16.2789880083381,1.69961062185431,18.4003939040175,19.7206852863047,2.96831714070139,0.196938507527292,57.6439751827256,"SA"
"R1",34.5054034615852,54.536185742358,1.16640436015438,1284.23735791631,4.98986185422671,16.2882556443703,1.69937724745466,18.3841739194833,19.7318216617319,2.95975370661882,0.198358224183418,57.6302158610603,"SA"
"R2",33.1041594027401,67.0593174472854,1.10845183438457,1009.23496125567,5.0032094164417,15.9723876297073,1.15736941139572,19.4021508420007,20.8433736198181,2.84425340756864,0.207938117826906,41.2938643331169,"SA"
"R3",36.2936051168768,45.6065133361381,1.3828514020117,981.466321926006,3.99399901319224,16.9984344697864,0.759025668605689,31.406341441399,17.3339256801043,2.75306573282798,0.432395595538388,27.9218651467713,"SA"
"R2",33.1020569082154,67.0790709126525,1.09880131935079,1009.21298889248,4.99919824040278,15.9731978667077,1.19808543920579,19.4135634075888,20.8555511866336,2.85577631264381,0.20445634721237,41.2902224770782,"SA"
"R2",33.0908277105429,67.0521794659407,1.12877097281483,1009.20408337088,5.01598242107828,15.9732869332663,1.16686384856765,19.4083615718037,20.8426289304489,2.85470983196522,0.20240264125458,41.2865974858918,"SA"
"R1",34.5060176376662,54.5788045983442,1.14783038870011,1284.24716318564,4.9932693709173,16.301143207427,1.70503162471295,18.4008071541582,19.7349182384794,2.96638429128776,0.208802321004368,57.6389046711759,"SA"
"R1",34.4928119172968,54.5523600944545,1.15971445194994,1284.22105478375,5.01528095076005,16.2791887475714,1.70287995949093,18.396452872209,19.7428980910993,2.95022464302777,0.213654076676194,57.6463664497932,"SA"
"R3",36.3019782623411,45.5852414239282,1.38341524207044,981.4679385206,3.99909036519105,17.0023807951349,0.774145515137989,31.4071289892455,17.3431965045118,2.75678253709476,0.42229802353133,27.9240819429104,"SA"
"R1",34.5012725538697,54.5648454922314,1.16690666850576,1284.23293638608,4.99927357269863,16.2646790552216,1.68830160960337,18.4101552122494,19.7429014924711,2.94106545033158,0.226619254194476,57.6548442738298,"SA"
"R1",34.5055543894251,54.5627301605746,1.1652755705428,1284.21073456808,4.99701032869246,16.2883569592116,1.70729284967996,18.4030242387941,19.7427696829427,2.96201062770913,0.238308403794549,57.6511268785582,"SA"
"R2",33.1047844457595,67.0438550110054,1.11081185586676,1009.23439365574,5.02971302771727,15.9689864679451,1.17878135468995,19.3934002335374,20.856406943441,2.85197770530058,0.19601460682659,41.297664777089,"SA"
"R3",36.2920088940231,45.61094029865,1.37886224510388,981.45518199606,4.00873970193183,16.9977853554047,0.753794081490714,31.4101315300353,17.3337045134264,2.76445413770095,0.431683696112048,27.9095109110575,"SA"
"R3",36.2996045216373,45.6049564834614,1.36863451403284,981.469833376198,3.99033870708149,17.0042825819306,0.790210097602546,31.4185716995756,17.3308402279973,2.75558119344118,0.439855087226875,27.9231815509215,"SA"
"R1",34.5056485376355,54.5552131548895,1.1663952701355,1284.23692094785,5.00658865535206,16.296226781903,1.71144308919639,18.4166575333202,19.7341726241566,2.96013430798879,0.214618592881614,57.6457921151979,"SA"
"R1",34.4938080158677,54.570122344682,1.15062002728327,1284.24548125864,5.00409236758884,16.2877588329252,1.7096270136372,18.3895380813583,19.7268420553536,2.9476462276,0.216430053256009,57.6341776330397,"SA"
"R1",34.495484772562,54.5609146730689,1.14192667490042,1284.24504152445,4.97888667690269,16.2726867080542,1.71842514456219,18.4040549516772,19.739820224892,2.9550003853432,0.220546126658198,57.6319262776192,"SA"
"R3",36.310471223541,45.611136684245,1.36643017476498,981.463466171504,3.99277892612234,16.9956677959381,0.772410555285584,31.4113491876879,17.3200708950774,2.76329469434396,0.428535752390442,27.9084024895136,"SA"
"R3",36.304229746751,45.6130231906816,1.37343918575895,981.481036893126,4.00401940715038,17.0018904853432,0.756467761209269,31.3898504228534,17.3203178018984,2.75968100112465,0.428218603271812,27.9149099876488,"SA"
"R1",34.5052698068675,54.5558930432605,1.16782446720837,1284.23216139007,5.00323265374113,16.2764440691662,1.7107190864592,18.4245933702575,19.7106009887325,2.98650070629545,0.200219840162065,57.6331129681435,"SA"
"R2",33.1003839611952,67.0609099149113,1.11458259811881,1009.22313344341,4.99034514850509,15.9683332488039,1.18315956234689,19.3975860760914,20.8582423946587,2.84525246448015,0.195403329807982,41.2950817233899,"SA"
"R3",36.2906289284117,45.5925420943186,1.36820882687453,981.482339374996,4.01037048031181,17.0200015963421,0.761693325208828,31.3892879704271,17.3255119404071,2.75959354436358,0.423989362050478,27.9192247210208,"SA"
"R2",33.0988725083787,67.0897420356479,1.10999995678795,1009.22896154845,5.002865034906,15.9531715663736,1.18103272581948,19.4303767686507,20.8303501650139,2.86051490061662,0.229607462337731,41.3053528758072,"SA"
"R1",34.4998593118582,54.554600315355,1.14253661392591,1284.23356256047,5.01017478577479,16.2677665314865,1.71487780729162,18.3817141363797,19.738744481897,2.97595392906557,0.219837286868403,57.6524940930681,"SA"
"R1",34.5195833521364,54.5677229827363,1.14009429174387,1284.23962102297,4.98029326329958,16.2688975137611,1.69143427615021,18.3854833302281,19.7281132371281,2.93878505212357,0.205550703444992,57.6223601341392,"SA"
"R1",34.4954563461704,54.5770286481556,1.15800992859884,1284.24233929232,5.00699750378703,16.2772536398624,1.68728563971135,18.4057568132742,19.7250408957793,2.95853094151098,0.208935540148811,57.649562936389,"SA"
"R2",33.0999035324564,67.0671874551161,1.10638262397511,1009.22769977346,5.00676820402172,15.9574138865817,1.17036732446565,19.4014303785869,20.8344493238432,2.85600457407146,0.213894173480402,41.3078975867561,"SA"
"R3",36.3076073270451,45.603708180784,1.37484412266575,981.469721964096,4.00833955055489,16.9876638799796,0.772495010549177,31.4077081396844,17.3269473616439,2.74996581501414,0.440939701481284,27.929652576477,"SA"
"R2",33.1001878925835,67.0709296073599,1.12827900416876,1009.21574936334,5.0022587943658,15.9702940237394,1.18292907848235,19.4011381538604,20.8411620504691,2.84977810874979,0.218369000683232,41.305814100839,"SA"
"R1",34.4868108101483,54.571279307453,1.14687361648223,1284.23414774523,4.99479392914919,16.2667198087762,1.70960267810262,18.4105831757749,19.7185434280122,2.94491969645319,0.198612064955458,57.6209424418476,"SA"
"R2",33.0673957007009,67.0881952835506,1.11241401984076,1009.20587758282,4.98968228612908,15.9692616169044,1.17722062366293,19.4072661329602,20.8480549940315,2.8381288014424,0.219711578525145,41.2898364067914,"SA"
"R3",36.3038429338057,45.6013186380873,1.36151123278624,981.474815938221,3.99859377620349,16.9832746910788,0.761318157534554,31.4165861351387,17.3354460698544,2.76661048835268,0.425822739841724,27.8951461415528,"SA"
"R2",33.0912447487031,67.0776436429671,1.10490616063368,1009.22640591546,5.00555045425386,15.9469604796212,1.17118418177618,19.4112617492617,20.841435128459,2.84372878444882,0.216463157898858,41.3016387636539,"SA"
"R3",36.3173430863079,45.6020433353881,1.35840762449803,981.468653828515,4.00367460365894,16.9880480312098,0.749074870309386,31.4333165312268,17.3309295329853,2.7666988448848,0.425092950352328,27.9285906743206,"SA"
"R3",36.3104049114644,45.5812713163028,1.36104010977621,981.463031061699,4.0006570746398,17.0092676199491,0.764502405947551,31.3926180470521,17.335883300704,2.77037466102934,0.43474952613163,27.9034368139491,"SA"
"R2",33.0940606603197,67.082934191772,1.09648374362942,1009.22295770443,5.00772535348711,15.9821796210454,1.19680071713973,19.41586628032,20.8289846686115,2.84727625365381,0.216040638580511,41.3035785101978,"SA"
"R2",33.0990113920026,67.0610611391301,1.10292199834282,1009.23255590184,5.00427309561062,15.9619588338942,1.17461490718633,19.4000653288839,20.8365957712866,2.85342354285594,0.197837327887426,41.2841409422004,"SA"
"R3",36.3121621801757,45.6010200219067,1.34903873487978,981.463374503179,3.99415390043058,17.0108477907184,0.772137316329673,31.3858233532395,17.3135340651446,2.75169506404549,0.440795514983899,27.9251367776705,"SA"
"R1",34.5122291068162,54.5682523692475,1.16401813740304,1284.24424478057,5.01019813560999,16.271675468691,1.70437582880428,18.3960008126847,19.7480293784784,2.96800184672813,0.244220340475828,57.63139759572,"SA"
"R1",34.501481882197,54.5810888196175,1.14372433000569,1284.23137695545,4.995290432061,16.289643818518,1.71389533855286,18.4090626378502,19.7340588708018,2.93888543665066,0.200734223371283,57.62819618185,"SA"
"R1",34.511846787455,54.5571999651202,1.14438064390589,1284.22979675844,5.0087129933454,16.2610551128517,1.71754266954292,18.4083276129763,19.7398545227156,2.96442881279461,0.205644724212771,57.6237419226765,"SA"
"R1",34.5022893005455,54.5546682923499,1.15458292772324,1284.25494679572,4.98681127208603,16.2790716464572,1.70227252152945,18.411339107922,19.7198456623544,2.95848070516796,0.226595812070161,57.6180441607714,"SA"
"R2",33.0964393148137,67.0592971949793,1.12063957645315,1009.23539903271,5.01204564666025,15.9473495244488,1.18851402757852,19.4108078441668,20.8321995478145,2.84883935564604,0.214384038336624,41.3152136178596,"SA"
"R3",36.2978749514801,45.6152797117379,1.35935582320782,981.471424832675,4.00612828310268,17.0125928837186,0.754600500913934,31.3832717916385,17.3572856424353,2.78069725219782,0.411212953167656,27.9163101126094,"SA"
"R2",33.1025495482143,67.0724593079543,1.08983439211732,1009.21996527215,4.99937021925495,15.9654496321616,1.1679218520167,19.3961061096173,20.849142577286,2.83548690613589,0.230816903857896,41.2846929488151,"SA"
"R2",33.0910253742978,67.0826091703429,1.10584873031735,1009.23137722217,4.99546855022976,15.9593978334031,1.20079977787619,19.4062964598486,20.8453743252106,2.83629829585377,0.23881768302644,41.3090937523412,"SA"
"R1",34.5022312633664,54.5391914713534,1.14774671661165,1284.24364421796,5.01400271989985,16.2644023350088,1.69711635259501,18.3898891075922,19.721640256511,2.93751615672709,0.214441877909098,57.6430611680763,"SA"
"R2",33.1125810881933,67.0728763518064,1.10627607380984,1009.21553876977,5.00510244497512,15.9670594790175,1.178790933966,19.4091681851414,20.8458327028782,2.84071358968277,0.217115847169766,41.311520154787,"SA"
"R1",34.4880237951549,54.5612021976148,1.14238813797266,1284.24230925353,5.00611335313402,16.2697760973867,1.69596580859052,18.4247235651127,19.7300241403441,2.96393539578207,0.20092902988781,57.6344399242223,"SA"
"R2",33.1029398652537,67.0804375889564,1.10423510018394,1009.21497269182,5.00723945554803,15.9696849244728,1.15830294758148,19.4003097899038,20.8507273177426,2.8627530694633,0.220126826650374,41.3102576687113,"SA"
"R2",33.1125407299563,67.066827170235,1.09218611543125,1009.22015720738,5.01103441598195,15.9477162032657,1.17490424928042,19.3977279834269,20.8420145202181,2.83929809514852,0.232201330073442,41.2974382489814,"SA"
"R1",34.4977384502534,54.5566809235658,1.13947195861241,1284.22241267018,5.01324758596701,16.2771499541845,1.70009811666541,18.4150409262643,19.7325944509708,2.96262093167271,0.205517650672364,57.6282112539874,"SA"
"R1",34.5103442908825,54.5698165173358,1.14555735386624,1284.23692731575,5.00151284988231,16.2824005617227,1.7084238200244,18.3869494452893,19.7225772718577,2.94519603478091,0.216241763175987,57.6310459511855,"SA"
"R3",36.3105870626239,45.598928306702,1.35865360996156,981.46318170934,4.01285315635242,16.9977588069731,0.750713105105851,31.4011757479436,17.3344520390468,2.77036011296387,0.413257569599918,27.9175238660172,"SA"
"R1",34.4875281761273,54.5648897510227,1.16804523080075,1284.23706007096,5.00540827396892,16.2641517196248,1.69882879651972,18.4040085074785,19.7242561981404,2.94928321124571,0.223113338736233,57.6354037288127,"SA"
"R3",36.2977033283824,45.5925463003664,1.35857226420336,981.471619770484,4.00142532875798,16.9974758488285,0.756216262575664,31.4076711064455,17.3316256564291,2.77230699536128,0.430453631358204,27.9019634080217,"SA"
"R2",33.1086206974025,67.0703255612177,1.1088183481372,1009.22309100438,5.00128400638565,15.9773732474146,1.16879448664345,19.418316219465,20.8582333168168,2.84585173839315,0.209177627235106,41.2980769341347,"SA"
"R1",34.5107318860917,54.5600011510546,1.14748015265995,1284.24173937398,4.99881760586732,16.2741723116653,1.70114457747821,18.3941634437801,19.7549260582739,2.97416749139951,0.212664739356915,57.6298079599858,"SA"
"R1",34.5007437563907,54.5469929327685,1.15884507707905,1284.24849148888,5.01086418249022,16.2698154609376,1.72267922935973,18.4099733514031,19.7331938156393,2.96653347856049,0.216887820013569,57.6205981617932,"SA"
"R3",36.2971339411184,45.6131437386441,1.35891476187348,981.463787464148,3.99831258418976,17.0015455718316,0.766250645938518,31.4113408807973,17.3423633735572,2.76220248992669,0.421931541044272,27.9158650693089,"SA"
"R1",34.4924813619205,54.579726465176,1.15701177627837,1284.24193294729,5.00209605678003,16.2667945638768,1.71715082633918,18.4114403951875,19.7364271557221,2.96191213490667,0.21894756164287,57.6452974936143,"SA"
"R1",34.511936889046,54.5685211623807,1.15373501233962,1284.22474171969,4.99799978846881,16.2827071731732,1.69602569144561,18.3889611528534,19.7300428363611,2.95724902683771,0.207910315830089,57.6358961029586,"SA"
"R1",34.4965564606052,54.5592478248515,1.15109838196154,1284.25545052482,5.01349593543859,16.2659723079121,1.69852433958132,18.4111626883838,19.7371459940938,2.95323447015096,0.201169315716648,57.6365885976425,"SA"
"R3",36.3107499892667,45.5976345326835,1.36524812129462,981.472379128746,4.00886347373778,16.9987764120456,0.772045778534691,31.4260372853166,17.3290207325759,2.77555746893436,0.446783327084504,27.9066418507671,"SA"
"R1",34.4998905426291,54.5532886823614,1.13943184782416,1284.234927258,5.00057432465954,16.2825715245892,1.73162235019726,18.4100158042975,19.7248713872376,2.95137427018978,0.210408337127268,57.6331196966907,"SA"
"R1",34.488833542644,54.5645962115381,1.17017398492851,1284.24066955501,5.00143000639039,16.2877818164259,1.71807486705408,18.3958421709872,19.7417121543745,2.98316290757374,0.233757585649569,57.639714201526,"SA"
"R3",36.2948004767571,45.5880482491954,1.36325455726913,981.466310785903,3.99961018366792,16.9999381563689,0.764709031466761,31.4058987575914,17.3370727386344,2.78771104033152,0.441007707988608,27.9077192790262,"SA"
"R3",36.3038718015088,45.592121805745,1.3578618965339,981.475426614561,3.99985632197853,16.9949754801265,0.770380280729893,31.3957824719641,17.3435172350897,2.75597482702715,0.439983388196196,27.9132487337184,"SA"
"R2",33.0892326077205,67.0654836267128,1.10381870097985,1009.21830163654,5.01350146575172,15.971394351745,1.15872334548113,19.4046563883392,20.8471410213338,2.83625897963057,0.221923835573739,41.2989798464953,"SA"
"R1",34.4833367359744,54.5794536348356,1.132096345226,1284.23222332356,4.99446310922019,16.2782802439126,1.70088101339419,18.4197267248786,19.7182558909298,2.95119219478991,0.214341641219531,57.6527211645283,"SA"
"R1",34.5089084832145,54.5537605736307,1.16743499332351,1284.22328107738,5.01271095397844,16.2884023321202,1.70999702157158,18.3996038853214,19.733019774126,2.94997074919438,0.212885385867685,57.6419750606977,"SA"
"R1",34.5007097489399,54.5543319584647,1.16155351036736,1284.24877498083,5.02332368427771,16.2678328520585,1.697571288804,18.4117527698146,19.7449699251391,2.95762549947876,0.233437731186897,57.6400459102906,"SA"
"R1",34.5095186469574,54.5485250015958,1.13710984600542,1284.23265677917,4.98257730279279,16.2819745909331,1.70218746207854,18.4036424532916,19.7318028452361,2.95958489560173,0.200279024648407,57.6113512304149,"SA"
"R2",33.102534201584,67.0675141927252,1.09813510667285,1009.24010595846,4.99912520926419,15.9582644477454,1.18121222860894,19.4127913167866,20.8388096269554,2.83442789799059,0.213462807339382,41.3277626485194,"SA"
"R3",36.2961955295013,45.6118062893336,1.36794808635976,981.487179827598,4.00196244037986,16.9883138436325,0.76264738959369,31.3973804175023,17.3427295182387,2.75494881721589,0.422995121770984,27.9010450840036,"SA"
"R2",33.0963632871594,67.0857015535033,1.12134996884434,1009.21263138559,4.99640550682465,15.9661683995204,1.18953573790165,19.4060362245146,20.8363162977608,2.84101189921261,0.202646055382154,41.2963910534122,"SA"
"R2",33.100835571833,67.0733385264921,1.11955197983006,1009.21392642898,5.00606933055554,15.9787175729178,1.19249277197795,19.4116712454307,20.8410696730626,2.84606063058937,0.196075074250442,41.2907247399159,"SA"
"R1",34.496837775672,54.5515893162333,1.15853296323084,1284.23554392614,5.01688231925869,16.2678088673227,1.71333593558933,18.4064793728565,19.7299330995038,2.95220971472534,0.220430986697395,57.6403098338382,"SA"
"R3",36.31049913741,45.6070217341596,1.36444005131903,981.476480795784,3.99264190541844,16.9979481250591,0.783174157772924,31.3917078214861,17.3403341005058,2.76893795886796,0.439273850443253,27.9243124258098,"SA"
"R3",36.3058428591764,45.6069671209545,1.37407694428286,981.461840836415,4.00772801005917,17.0116980146253,0.776253113226241,31.3896571436226,17.3305687982891,2.75191168813953,0.42658775213239,27.9069521020664,"SA"
"R2",33.0966323167287,67.0725703323056,1.10289528978852,1009.23609465652,4.99825344199649,15.9518819199116,1.18693810689507,19.4026130753217,20.8397304544795,2.86882947703076,0.216200115130306,41.2948397267456,"SA"
"R2",33.0990292259104,67.0729779896924,1.11236223502264,1009.22967251047,5.0104774147078,15.9582502200185,1.18635838357118,19.4078458156563,20.8578892629701,2.83520536650251,0.213761116044693,41.30474951661,"SA"
"R2",33.1056100099807,67.0760269378646,1.10838183284794,1009.22112856845,5.00969606443771,15.973146206132,1.18408179928957,19.3901551686169,20.8452815951106,2.84804841355554,0.206141286910893,41.2934555835865,"SA"
"R1",34.4894088636635,54.5578665368716,1.15969136959403,1284.23242375177,4.98974836633112,16.2769976894163,1.71222990171907,18.4116332973896,19.7444625536781,2.95188176646361,0.201149768876676,57.6265568054222,"SA"
"R1",34.4841116362637,54.5564169476893,1.14985471094951,1284.22968630256,4.99991911064001,16.2762219417316,1.69541326248476,18.4094333478192,19.7300700188558,2.92231126687786,0.227232760291059,57.6225280004144,"SA"
"R2",33.0909736384586,67.0619747070105,1.09697080612692,1009.20917984496,5.00080856817946,15.9554529507752,1.19071390335626,19.4214631246276,20.8565368125931,2.85164660051219,0.217354099043628,41.2857381510987,"SA"
"R1",34.5060197548756,54.5605709856375,1.14566422733811,1284.2289895624,4.99955703935809,16.2766537880922,1.70737097308481,18.4095608327705,19.7423073851982,2.94945830269855,0.213389387503935,57.6216301092318,"SA"
"R3",36.3009545302266,45.600203552713,1.3551614366185,981.481198230516,3.9913298276444,16.9921425854976,0.769943293074847,31.4206265668729,17.3363428537696,2.78678036091909,0.440176706879248,27.9035869274679,"SA"
"R2",33.105756502197,67.0677893680041,1.09241785821444,1009.23013296858,4.99982536946663,15.982698888454,1.16334846520938,19.3972698317488,20.8476411221964,2.84771311782317,0.22133769562583,41.3053929745084,"SA"
"R3",36.2952569873191,45.5909977937284,1.36030401926975,981.479449649778,3.99422140011578,17.0089099375077,0.76204925001033,31.4104194576111,17.3349699610872,2.75904208616428,0.432870378999148,27.9182409182275,"SA"
"R1",34.5061260182712,54.5593058514079,1.16065907147118,1284.23528140201,4.98275917249297,16.2736802099973,1.71917321231353,18.4060899711158,19.7430585960157,2.95233095109051,0.207575429611165,57.6192724775795,"SA"
